id,cost,category,name,brand,retail_price,department,sku,distribution_center_id
13122,81.78,Outerwear & Coats,Optimized interactive knowledge user,Adidas,294.12,Men,rM-70468166,5
13123,52.17,Sweaters,Exclusive clear-thinking moderator,Puma,194.93,Men,Bk-81156576,6
13124,79.76,Plus,Re-engineered 3rdgeneration migration,Adidas,169.73,Women,zt-71491348,6
13125,92.08,Pants,Face-to-face eco-centric Internet solution,Puma,212.63,Men,Qr-56310008,2
13126,47.02,Accessories,Enzyme Regular Scarf,Calvin Klein,118.94,Women,GQ-45790266,1
13127,68.14,Jeans,Skinny Jeans,Adidas,233.59,Men,xd-12916989,5
13128,84.2,Tops,Polo Shirt,Levi's,269.88,Men,Us-94122379,2
13129,31.0,Pants,Fundamental dynamic Internet solution,Levi's,102.84,Men,Qw-77819767,2
13130,6.22,Outerwear & Coats,Switchable motivating policy,Levi's,24.35,Women,SG-97029458,5
13131,68.89,Jeans,High Rise Jeans,Nike,256.05,Men,Bn-88632022,6
13132,86.39,Outerwear & Coats,Horizontal systemic flexibility,Levi's,326.5,Men,kc-50651517,4
13133,26.17,Jeans,Skinny Jeans,Tommy Hilfiger,52.85,Women,Nw-69564682,8
13134,66.74,Sweaters,Down-sized zero administration archive,Tommy Hilfiger,229.73,Women,qX-65357597,10
13135,21.43,Sweaters,Total analyzing matrix,MG,55.47,Men,iE-81534496,5
13136,58.32,Accessories,Low Profile Dyed Cap,Levi's,212.41,Women,xf-00168292,9
13137,21.35,Sweaters,Face-to-face directional leverage,H&M,61.26,Women,yg-71513874,9
13138,45.72,Sweaters,Enhanced asynchronous benchmark,Calvin Klein,140.85,Women,aP-64548532,8
13139,93.81,Pants,Balanced logistical workforce,Gap,314.77,Women,kM-24876384,8
13140,92.76,Jeans,Skinny Jeans,Adidas,287.59,Men,Bs-69093321,5
13141,89.34,Jeans,Regular Fit Jeans,Levi's,214.5,Women,WD-04949860,9
13142,94.51,Outerwear & Coats,Cloned grid-enabled hardware,Puma,407.52,Men,rE-53079142,9
13143,35.18,Tops,Long Sleeve Shirt,Nike,152.94,Men,RS-26020203,1
13144,7.26,Accessories,Enzyme Regular Scarf,Puma,15.89,Men,Dr-00772822,9
13145,97.56,Outerwear & Coats,Digitized bifurcated product,H&M,254.39,Women,AP-42779541,8
13146,75.18,Jeans,Skinny Jeans,Gap,248.61,Men,Zk-04187433,5
13147,28.67,Plus,De-engineered 3rdgeneration Local Area Network,Puma,89.73,Women,tQ-58577594,7
13148,61.31,Jeans,Regular Fit Jeans,H&M,240.84,Men,YH-54703483,2
13149,87.12,Sweaters,Fundamental neutral Graphic Interface,Tommy Hilfiger,344.24,Women,qo-33312407,4
13150,28.11,Sweaters,Integrated optimizing emulation,Adidas,59.97,Women,Hl-50853035,3
13151,38.26,Tops,Long Sleeve Shirt,Adidas,78.65,Men,HZ-26151380,9
13152,86.57,Jeans,High Rise Jeans,Puma,169.28,Women,Pl-89299813,2
13153,13.66,Pants,Virtual fault-tolerant concept,H&M,54.48,Women,gZ-99415868,6
13154,76.97,Tops,Long Sleeve Shirt,Gap,278.17,Women,vG-68693792,9
13155,32.36,Pants,Ameliorated logistical capability,Calvin Klein,98.73,Men,Py-06372844,7
13156,76.31,Jeans,Regular Fit Jeans,Nike,298.18,Men,uf-51655852,1
13157,43.03,Sweaters,Right-sized well-modulated database,Levi's,141.25,Women,is-89051442,4
13158,38.49,Plus,Versatile intangible middleware,Calvin Klein,102.45,Women,LY-51899609,9
13159,71.41,Accessories,Low Profile Dyed Cap,Calvin Klein,314.51,Women,mp-50681327,4
13160,48.59,Sweaters,Diverse high-level utilization,Levi's,164.75,Women,ce-28594825,6
13161,67.19,Tops,Polo Shirt,MG,142.18,Men,sk-75230532,10
13162,33.33,Pants,Self-enabling regional throughput,Adidas,138.15,Men,cI-14182594,8
13163,86.48,Jeans,Bootcut Jeans,Gap,250.75,Men,mn-62686650,1
13164,48.91,Outerwear & Coats,Synergized fault-tolerant core,Tommy Hilfiger,154.19,Men,xL-56578503,7
13165,7.42,Outerwear & Coats,Adaptive even-keeled application,Gap,28.79,Men,AA-61867154,5
13166,43.29,Accessories,Enzyme Regular Scarf,Puma,180.46,Women,WP-44686156,3
13167,49.82,Accessories,Low Profile Dyed Cap,Levi's,205.73,Women,PN-37054406,10
13168,68.7,Pants,Multi-lateral static portal,Gap,177.01,Men,cV-64008144,8
13169,47.14,Plus,Balanced 3rdgeneration forecast,Tommy Hilfiger,115.91,Men,Iq-91712090,7
13170,4.33,Jeans,Bootcut Jeans,Levi's,19.3,Men,fJ-33462146,6
13171,27.76,Pants,Cross-group client-driven process improvement,Levi's,71.7,Women,Io-73577634,6
13172,98.89,Outerwear & Coats,Down-sized systemic neural-net,Puma,278.08,Women,Jm-89827871,9
13173,85.0,Outerwear & Coats,Re-contextualized contextually-based task-force,Calvin Klein,315.77,Women,QY-18519516,1
13174,59.37,Tops,Long Sleeve Shirt,Calvin Klein,118.19,Women,kh-12437853,1
13175,32.08,Plus,Profit-focused cohesive complexity,Adidas,96.78,Men,Yb-86181007,5
13176,34.47,Accessories,4 Panel Large Bill Cap,Adidas,72.27,Women,zT-48917305,3
13177,66.86,Accessories,Low Profile Dyed Cap,Levi's,279.88,Women,jW-09810505,1
13178,37.76,Jeans,Bootcut Jeans,Levi's,114.36,Men,Cj-91710777,1
13179,17.35,Tops,Long Sleeve Shirt,Calvin Klein,74.66,Women,Uy-61477593,5
13180,81.37,Jeans,Skinny Jeans,Calvin Klein,268.94,Women,um-02049012,10
13181,68.98,Outerwear & Coats,Robust system-worthy capacity,H&M,265.24,Women,dC-56934908,9
13182,73.15,Accessories,Washed Canvas Ivy Hat,Gap,236.5,Women,ct-85218025,4
13183,16.5,Outerwear & Coats,Future-proofed local parallelism,Gap,70.89,Women,XC-34820270,10
13184,1.42,Tops,Long Sleeve Shirt,Tommy Hilfiger,4.07,Women,vC-84454081,1
13185,32.84,Tops,Polo Shirt,Tommy Hilfiger,82.75,Men,jo-49523549,10
13186,84.19,Pants,Future-proofed asymmetric workforce,Levi's,286.89,Men,Gl-54091768,3
13187,40.0,Outerwear & Coats,Open-source actuating definition,Levi's,123.14,Men,Ye-54383186,7
13188,26.6,Sweaters,Cross-group multi-tasking analyzer,Nike,110.86,Men,uB-48443672,4
13189,3.14,Tops,Cotton T-Shirt,Adidas,10.11,Men,Kb-05875986,7
13190,38.14,Sweaters,Object-based human-resource framework,MG,155.12,Men,YC-65709678,4
13191,6.79,Accessories,Low Profile Dyed Cap,Nike,15.48,Women,EX-98807542,5
13192,41.42,Plus,Mandatory multi-state middleware,Gap,176.03,Women,CZ-13010855,8
13193,90.21,Outerwear & Coats,Mandatory explicit core,Nike,308.28,Women,Jy-88809628,2
13194,21.48,Sweaters,Cross-group scalable project,Levi's,68.34,Men,bE-74134477,8
13195,6.37,Sweaters,Cross-platform motivating project,Adidas,12.65,Women,XX-02908203,7
13196,15.65,Accessories,Low Profile Dyed Cap,Puma,32.27,Women,uR-01635870,9
13197,17.41,Outerwear & Coats,Centralized actuating Graphic Interface,MG,75.06,Men,Uu-67589839,8
13198,53.68,Accessories,4 Panel Large Bill Cap,H&M,143.41,Women,Fz-59385791,7
13199,40.79,Tops,V-Neck Top,H&M,142.35,Women,IC-23220377,2
13200,92.11,Plus,Fundamental user-facing flexibility,MG,368.15,Men,ZC-23407101,9
13201,36.3,Jeans,High Rise Jeans,Gap,100.62,Men,aE-21661871,9
13202,4.39,Sweaters,Streamlined modular model,Tommy Hilfiger,8.02,Men,zv-82180164,6
13203,95.52,Jeans,Regular Fit Jeans,Adidas,240.15,Women,yT-47444147,7
13204,28.16,Pants,Open-source asymmetric help-desk,Calvin Klein,125.17,Women,Mi-33097744,9
13205,67.29,Outerwear & Coats,Customizable content-based open architecture,Levi's,150.32,Women,BL-39438627,5
13206,4.92,Outerwear & Coats,Extended radical hierarchy,H&M,16.86,Women,JQ-63122665,4
13207,77.36,Tops,Cotton T-Shirt,Levi's,220.83,Women,UT-95865544,8
13208,30.89,Pants,Devolved neutral groupware,MG,72.01,Men,rA-79777933,3
13209,32.43,Outerwear & Coats,Horizontal impactful service-desk,MG,104.39,Men,cZ-64523363,3
13210,56.82,Jeans,High Rise Jeans,Levi's,157.9,Men,hQ-71244713,5
13211,58.24,Plus,Synergized eco-centric projection,Levi's,129.26,Men,cn-30806208,3
13212,68.24,Accessories,Washed Canvas Ivy Hat,H&M,124.87,Men,Qd-23669624,10
13213,28.95,Pants,Business-focused holistic hardware,Gap,57.99,Men,Du-25434642,10
13214,22.8,Pants,Programmable motivating extranet,Gap,48.3,Women,aE-70510697,5
13215,39.69,Accessories,Enzyme Regular Scarf,Adidas,177.5,Women,kW-91547753,4
13216,74.87,Accessories,4 Panel Large Bill Cap,Puma,269.95,Men,ZB-73770169,1
13217,8.29,Outerwear & Coats,Proactive upward-trending website,Puma,30.52,Women,bw-31425730,9
13218,15.3,Jeans,Bootcut Jeans,Nike,29.81,Women,fA-89372158,7
13219,56.68,Plus,Multi-tiered optimizing task-force,Tommy Hilfiger,237.5,Men,gN-13226965,3
13220,56.47,Plus,Enterprise-wide cohesive workforce,Levi's,233.33,Women,Zb-09950019,10
13221,93.71,Sweaters,Right-sized static database,Calvin Klein,287.8,Men,FH-38555991,7
13222,97.51,Sweaters,Visionary even-keeled hub,Puma,287.29,Men,dz-54403711,1
13223,73.01,Plus,Secured solution-oriented task-force,Calvin Klein,305.94,Women,pv-02911759,2
13224,81.09,Tops,Long Sleeve Shirt,Tommy Hilfiger,289.59,Women,pu-31315945,9
13225,57.46,Jeans,Regular Fit Jeans,Puma,225.88,Women,SV-68111450,7
13226,24.61,Tops,Polo Shirt,Tommy Hilfiger,102.94,Men,Iz-12513963,10
13227,37.1,Plus,Sharable maximized benchmark,Gap,161.53,Men,Hn-36692891,2
13228,84.3,Outerwear & Coats,Multi-tiered executive concept,Adidas,181.04,Men,Iu-67306299,3
13229,64.05,Jeans,Bootcut Jeans,Adidas,151.58,Men,LR-69458597,2
13230,98.39,Pants,Polarized system-worthy matrices,Gap,264.29,Men,Wb-34142307,10
13231,91.85,Plus,Persistent disintermediate challenge,Puma,208.07,Women,vT-68901809,9
13232,82.57,Outerwear & Coats,Enterprise-wide contextually-based policy,Calvin Klein,207.44,Women,fG-79935859,4
13233,76.74,Jeans,Skinny Jeans,Tommy Hilfiger,211.52,Women,hI-05638565,2
13234,22.76,Tops,Long Sleeve Shirt,Gap,61.9,Women,Iu-13844810,8
13235,3.99,Tops,Polo Shirt,Levi's,10.06,Men,Qv-20485811,3
13236,48.27,Plus,Triple-buffered reciprocal forecast,H&M,160.62,Men,IW-88981557,10
13237,76.11,Tops,V-Neck Top,Nike,223.28,Women,aH-43063364,7
13238,21.62,Sweaters,Versatile motivating neural-net,MG,65.87,Women,Tg-38554892,1
13239,56.18,Outerwear & Coats,Multi-layered value-added info-mediaries,Adidas,201.14,Men,QS-38718871,10
13240,56.0,Sweaters,Re-contextualized impactful emulation,Gap,115.49,Women,nG-14674457,9
13241,76.97,Outerwear & Coats,Multi-channeled intangible hub,MG,283.89,Men,Hx-10099764,1
13242,40.91,Jeans,Regular Fit Jeans,Puma,171.83,Men,AJ-63972367,4
13243,99.74,Plus,Organized mobile Internet solution,H&M,329.27,Men,Ln-11143218,8
13244,51.26,Accessories,4 Panel Large Bill Cap,Gap,110.81,Women,ty-90175791,4
13245,75.17,Jeans,High Rise Jeans,Puma,327.54,Men,AB-31069236,6
13246,91.83,Jeans,Bootcut Jeans,Adidas,289.03,Women,jZ-77735869,3
13247,42.38,Sweaters,Upgradable 6thgeneration functionalities,Adidas,81.25,Women,MU-79812140,7
13248,78.56,Outerwear & Coats,Networked reciprocal firmware,Levi's,163.6,Women,dw-11761754,5
13249,69.42,Jeans,Skinny Jeans,Adidas,210.53,Men,Yx-63694404,3
13250,21.12,Tops,Cotton T-Shirt,Puma,79.08,Women,ie-78746890,6
13251,58.03,Plus,Up-sized intermediate knowledgebase,Puma,186.99,Women,am-41111160,6
13252,14.95,Sweaters,Function-based executive interface,Tommy Hilfiger,43.8,Men,Mw-51194810,2
13253,78.84,Tops,Long Sleeve Shirt,MG,354.49,Women,ft-83846020,3
13254,26.4,Tops,Long Sleeve Shirt,Tommy Hilfiger,62.42,Women,yW-83223617,3
13255,9.75,Jeans,Skinny Jeans,Tommy Hilfiger,34.97,Men,vd-85104676,4
13256,79.83,Accessories,Low Profile Dyed Cap,Levi's,168.6,Women,QH-00698506,6
13257,84.48,Plus,Customizable reciprocal installation,Calvin Klein,224.86,Women,kI-08272865,6
13258,90.51,Accessories,Washed Canvas Ivy Hat,Nike,232.07,Men,yc-60289283,5
13259,50.42,Plus,Digitized 24/7 capacity,Calvin Klein,208.95,Women,RY-86824524,5
13260,30.38,Outerwear & Coats,Progressive zero tolerance database,MG,131.35,Men,bH-04028394,2
13261,91.05,Jeans,Skinny Jeans,Adidas,290.95,Men,pv-11620596,8
13262,91.84,Pants,Robust full-range extranet,Puma,262.81,Women,mX-49819635,6
13263,77.93,Outerwear & Coats,De-engineered system-worthy methodology,Calvin Klein,311.19,Men,aM-23176695,6
13264,89.57,Sweaters,Inverse context-sensitive policy,Gap,256.67,Men,CJ-42928753,5
13265,62.37,Sweaters,Expanded encompassing paradigm,Levi's,266.1,Women,iM-00345219,6
13266,42.53,Sweaters,User-friendly impactful success,MG,177.06,Men,yV-98560182,7
13267,13.3,Pants,Progressive user-facing implementation,Calvin Klein,25.46,Women,ki-28269588,2
13268,18.47,Accessories,Enzyme Regular Scarf,Levi's,67.53,Women,OH-94330566,6
13269,93.17,Jeans,Bootcut Jeans,Tommy Hilfiger,234.52,Women,ld-86885481,1
13270,91.47,Pants,Up-sized 5thgeneration data-warehouse,H&M,220.35,Men,wO-92108656,4
13271,49.84,Pants,Switchable non-volatile strategy,Nike,132.38,Women,rE-05250252,5
13272,37.43,Accessories,Low Profile Dyed Cap,Adidas,118.83,Women,my-49692796,3
13273,80.54,Jeans,Regular Fit Jeans,MG,282.83,Women,KO-01953939,2
13274,1.4,Outerwear & Coats,Synchronized background matrices,Calvin Klein,3.72,Women,eA-96297484,5
13275,50.25,Outerwear & Coats,Operative local database,Nike,221.84,Women,tn-67542394,10
13276,90.46,Accessories,Low Profile Dyed Cap,MG,247.61,Men,Bp-17780153,8
13277,12.57,Pants,Switchable value-added leverage,H&M,47.91,Men,Cd-66993769,1
13278,13.8,Sweaters,Advanced logistical attitude,Puma,54.69,Women,cF-02769355,9
13279,14.29,Pants,Focused composite budgetary management,Puma,48.7,Women,sH-33138076,8
13280,79.21,Outerwear & Coats,Future-proofed contextually-based implementation,Adidas,248.48,Women,lv-98431180,8
13281,40.54,Plus,Universal demand-driven throughput,Puma,170.76,Men,Ju-22858668,4
13282,29.11,Outerwear & Coats,Cross-platform methodical access,Puma,60.18,Men,FO-15833385,6
13283,97.93,Outerwear & Coats,Visionary zero tolerance pricing structure,H&M,437.88,Men,lR-43154051,9
13284,40.48,Accessories,Enzyme Regular Scarf,Gap,151.94,Women,eO-07901224,6
13285,44.45,Accessories,Enzyme Regular Scarf,MG,165.95,Men,Me-09299428,8
13286,22.08,Accessories,Low Profile Dyed Cap,Puma,43.73,Men,Sh-16510820,7
13287,49.92,Plus,Object-based didactic customer loyalty,Tommy Hilfiger,169.52,Women,jJ-06542215,10
13288,47.03,Plus,Customer-focused background service-desk,Adidas,143.56,Women,xa-21915058,2
13289,40.57,Accessories,Washed Canvas Ivy Hat,Calvin Klein,127.85,Women,NR-55589979,3
13290,5.22,Outerwear & Coats,Switchable intangible ability,Calvin Klein,12.11,Men,Qf-13813491,4
13291,7.44,Tops,Cotton T-Shirt,Nike,20.15,Men,zN-39080085,9
13292,19.84,Sweaters,Multi-layered multi-state paradigm,Gap,45.85,Women,pA-53743030,2
13293,3.09,Accessories,Washed Canvas Ivy Hat,MG,11.93,Women,Vf-21009872,2
13294,60.99,Sweaters,Managed cohesive neural-net,H&M,211.4,Women,ZB-05199160,2
13295,10.92,Pants,Programmable mobile matrices,Adidas,23.19,Men,kN-56329651,2
13296,33.69,Accessories,Low Profile Dyed Cap,Gap,100.46,Men,FW-28123890,8
13297,74.85,Accessories,Enzyme Regular Scarf,Levi's,322.86,Men,aE-54904838,10
13298,50.25,Plus,Open-source heuristic synergy,Levi's,114.45,Women,Wp-69342407,5
13299,87.83,Accessories,Enzyme Regular Scarf,Nike,316.07,Men,vh-08331375,2
13300,27.37,Pants,Customer-focused non-volatile orchestration,Puma,70.55,Women,Id-69499386,1
13301,77.3,Accessories,Enzyme Regular Scarf,Tommy Hilfiger,227.71,Women,fl-70506787,2
13302,29.76,Pants,Enhanced optimizing project,Gap,58.59,Men,CR-20774412,6
13303,14.43,Jeans,High Rise Jeans,Calvin Klein,52.97,Women,VJ-12955173,1
13304,25.08,Tops,V-Neck Top,Gap,78.18,Men,EF-45455310,1
13305,9.33,Sweaters,Fully-configurable web-enabled secured line,Puma,29.03,Women,sN-51818690,7
13306,4.62,Tops,Long Sleeve Shirt,Nike,12.62,Men,uz-70360295,3
13307,30.74,Accessories,Low Profile Dyed Cap,Nike,100.68,Women,Cw-47492100,2
13308,58.1,Tops,Polo Shirt,H&M,198.8,Women,IX-82413666,7
13309,5.56,Jeans,Bootcut Jeans,Adidas,19.16,Men,ht-24392335,4
13310,38.69,Sweaters,Inverse foreground neural-net,Levi's,104.92,Men,RA-18131522,4
13311,46.15,Tops,Polo Shirt,Gap,155.91,Men,ek-84641289,10
13312,72.48,Tops,V-Neck Top,MG,256.13,Men,PF-55655735,9
13313,81.7,Tops,Polo Shirt,Levi's,244.97,Women,Pe-92438463,4
13314,30.04,Sweaters,Proactive asymmetric hardware,Adidas,73.14,Women,td-60557618,8
13315,75.69,Jeans,Bootcut Jeans,Adidas,213.39,Women,OB-69359805,8
13316,60.11,Tops,Cotton T-Shirt,Tommy Hilfiger,161.01,Women,qm-86209727,9
13317,16.51,Outerwear & Coats,Optional analyzing array,Adidas,56.48,Women,JU-18067360,9
13318,38.41,Pants,Right-sized incremental project,Puma,161.36,Women,gZ-65176085,10
13319,14.44,Outerwear & Coats,Optional zero tolerance hardware,Nike,56.07,Women,Fh-21292068,8
13320,83.33,Pants,Ameliorated impactful success,Tommy Hilfiger,192.3,Men,Vg-04436421,9
13321,18.89,Sweaters,Versatile zero administration neural-net,H&M,45.39,Women,Zj-19948753,4
13322,52.08,Jeans,High Rise Jeans,Gap,169.33,Women,CP-92892956,10
13323,38.91,Jeans,Skinny Jeans,Gap,174.83,Women,BS-80795140,1
13324,21.8,Jeans,High Rise Jeans,Nike,52.48,Women,KS-62460289,4
13325,87.7,Accessories,Low Profile Dyed Cap,Nike,269.88,Women,rD-30506714,1
13326,52.35,Outerwear & Coats,Enhanced neutral encoding,Tommy Hilfiger,116.19,Women,VK-86934306,8
13327,91.12,Pants,Triple-buffered modular moderator,Gap,346.6,Women,cp-93158471,8
13328,98.85,Accessories,Low Profile Dyed Cap,Levi's,366.17,Women,SF-56039649,3
13329,61.5,Jeans,Skinny Jeans,H&M,194.44,Women,tW-81019516,2
13330,51.7,Tops,V-Neck Top,Gap,130.3,Men,IC-30582562,9
13331,31.69,Tops,Polo Shirt,Gap,81.15,Women,pQ-67477550,3
13332,12.45,Pants,Ameliorated full-range portal,Calvin Klein,32.27,Men,iq-71125977,4
13333,44.1,Outerwear & Coats,Versatile 24/7 installation,Levi's,160.1,Men,sF-99723395,1
13334,31.57,Pants,Multi-layered next generation parallelism,H&M,94.62,Men,uA-56200932,9
13335,39.91,Jeans,Skinny Jeans,Puma,104.04,Men,fG-75702396,4
13336,92.67,Plus,Enterprise-wide reciprocal success,Gap,251.16,Women,pQ-06294140,7
13337,43.01,Outerwear & Coats,Exclusive empowering hierarchy,Calvin Klein,142.02,Men,qR-60287527,2
13338,97.2,Plus,Right-sized eco-centric adapter,Gap,327.32,Women,ma-38982587,9
13339,74.26,Outerwear & Coats,Polarized cohesive migration,Nike,259.4,Men,Cd-70075543,2
13340,79.79,Jeans,Bootcut Jeans,H&M,312.41,Women,tY-47898249,4
13341,60.81,Pants,Enhanced heuristic product,Gap,129.57,Men,QO-96411056,5
13342,5.71,Sweaters,Proactive tertiary core,MG,11.47,Women,Ma-11007360,8
13343,59.14,Tops,Cotton T-Shirt,Gap,127.43,Women,Cu-50008254,7
13344,48.1,Sweaters,Reverse-engineered next generation emulation,Calvin Klein,120.7,Men,zB-59019288,6
13345,58.04,Pants,Optimized radical access,H&M,222.29,Women,Wy-10170143,3
13346,39.85,Accessories,Enzyme Regular Scarf,Nike,118.34,Men,jD-59971795,7
13347,17.28,Pants,Re-engineered cohesive neural-net,MG,52.34,Men,hY-09840034,6
13348,53.85,Outerwear & Coats,Function-based secondary help-desk,Gap,218.34,Women,yu-51590393,2
13349,84.37,Tops,V-Neck Top,Nike,352.17,Men,MN-49649928,6
13350,21.88,Sweaters,Sharable zero tolerance algorithm,Nike,93.3,Men,vP-32634731,2
13351,12.46,Pants,Innovative contextually-based parallelism,Tommy Hilfiger,40.25,Men,Ht-44306858,4
13352,21.74,Tops,Long Sleeve Shirt,Calvin Klein,39.14,Men,fv-04751591,8
13353,21.48,Jeans,Bootcut Jeans,Nike,85.84,Men,if-92035668,8
13354,49.76,Outerwear & Coats,Optional mission-critical groupware,Calvin Klein,89.75,Women,pQ-92323010,8
13355,64.71,Sweaters,Object-based exuding alliance,Calvin Klein,118.29,Women,eu-12402817,7
13356,18.36,Jeans,Regular Fit Jeans,Puma,71.24,Women,YE-04252892,7
13357,92.57,Sweaters,Visionary solution-oriented ability,H&M,282.65,Men,CC-70794488,8
13358,52.51,Pants,Persevering context-sensitive strategy,Tommy Hilfiger,235.95,Men,nF-94006663,2
13359,73.85,Jeans,Regular Fit Jeans,H&M,253.39,Women,bz-74045925,2
13360,5.94,Outerwear & Coats,Robust well-modulated collaboration,Tommy Hilfiger,23.06,Women,SH-37784390,1
13361,79.89,Tops,Long Sleeve Shirt,Tommy Hilfiger,152.87,Women,jM-56054779,8
13362,78.56,Tops,Cotton T-Shirt,Levi's,220.31,Women,ap-71406164,10
13363,74.75,Accessories,Low Profile Dyed Cap,Levi's,189.0,Women,UY-55018387,8
13364,88.26,Accessories,Washed Canvas Ivy Hat,Tommy Hilfiger,366.5,Women,Qa-50600185,10
13365,6.87,Outerwear & Coats,Open-source solution-oriented encoding,Puma,21.59,Men,Jx-04673578,1
13366,18.2,Plus,Function-based fault-tolerant task-force,H&M,34.5,Women,gX-09719940,1
13367,50.99,Pants,Customer-focused actuating focus group,Nike,219.97,Women,RS-27451848,9
13368,26.62,Plus,Stand-alone background archive,Levi's,49.65,Men,FU-86975687,10
13369,49.96,Accessories,Low Profile Dyed Cap,Adidas,119.26,Women,hL-03621231,2
13370,16.92,Jeans,Skinny Jeans,MG,35.5,Women,FC-28339459,2
13371,79.4,Plus,Ameliorated reciprocal encoding,Puma,305.77,Men,RW-33730045,8
13372,46.85,Jeans,High Rise Jeans,Calvin Klein,141.09,Men,bS-35185445,2
